,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_numeric,away_team_numeric,home_team_continent_numeric,away_team_continent_numeric
3749,15,134,0,0,152,112,2,2
3750,10,103,0,0,156,13,2,2
3751,33,48,0,0,157,90,2,2
3752,51,4,0,0,182,95,2,2
3753,82,18,0,0,207,55,2,2
3754,101,40,0,0,50,96,3,3
3755,71,109,0,0,192,85,5,3
3756,34,13,0,0,102,124,1,3
3757,6,35,0,0,49,60,2,0
3758,71,101,0,0,192,50,5,3
3762,7,14,0,0,49,124,2,3
3763,38,39,0,0,102,60,1,0
3768,39,14,0,0,60,124,0,3
3770,183,91,0,0,64,130,0,0
3771,38,7,0,0,102,49,1,2
3773,89,136,0,0,163,32,0,0
3775,72,104,0,0,2,199,0,0
3776,62,28,0,0,5,172,0,0
3778,96,80,0,0,45,132,0,0
3779,81,78,0,0,82,190,0,0
3780,43,73,0,0,54,120,0,0
3781,99,26,0,0,110,193,0,0
3782,133,100,0,0,116,100,0,0
3783,127,71,0,0,123,72,0,0
3794,21,53,0,0,148,24,5,5
3795,66,42,0,0,149,97,5,1
3798,1,115,0,0,27,205,5,5
3799,29,14,0,0,40,124,5,3
3801,8,49,0,0,8,59,5,5
3803,74,32,0,0,202,43,5,5
3805,21,42,0,0,148,97,5,1
3806,66,53,0,0,149,24,5,5
3807,1,14,0,0,27,124,5,3
3808,29,115,0,0,40,205,5,5
3810,8,32,0,0,8,43,5,5
3811,149,62,0,0,109,5,0,0
3812,74,49,0,0,202,59,5,5
3813,53,42,0,0,24,97,5,1
3814,21,66,0,0,148,149,5,5
3815,1,29,0,0,27,40,5,5
3817,14,115,0,0,124,205,3,5
3818,32,49,0,0,43,59,5,5
3819,74,8,0,0,202,8,5,5
3822,14,66,0,0,124,149,3,5
3823,21,74,0,0,148,202,5,5
3824,1,8,0,0,27,8,5,5
3825,29,32,0,0,40,43,5,5
3828,74,29,0,0,202,40,5,5
3829,14,1,0,0,124,27,3,5
3833,29,14,0,0,40,124,5,3
3835,1,74,0,0,27,202,5,5
3837,89,183,0,0,163,64,0,0
3838,139,83,0,0,66,210,0,0
3840,1,5,0,0,27,75,5,2
3841,102,30,0,0,136,198,4,3
3842,178,194,0,0,158,56,0,0
3844,53,38,0,0,24,60,5,0
3845,134,108,0,0,32,199,0,0
3846,11,40,0,0,124,161,3,1
3847,123,194,0,0,187,56,0,0
3848,134,196,0,0,32,171,0,0
3849,140,117,0,0,67,179,0,0
3850,11,38,0,0,124,60,3,0
3851,40,53,0,0,161,24,1,5
3852,1,30,0,0,27,198,5,3
3854,5,102,0,0,75,136,2,4
3855,100,172,0,0,100,64,0,0
3856,178,123,0,0,158,187,0,0
3857,38,40,0,0,60,161,0,1
3858,11,53,0,0,124,24,3,5
3859,196,108,0,0,171,199,0,0
3860,102,1,0,0,136,27,4,5
3861,30,5,0,0,198,75,3,2
3862,134,123,0,0,32,187,0,0
3863,83,29,0,0,132,172,0,0
3864,178,108,0,0,158,199,0,0
3865,1,40,0,0,27,161,5,1
3866,100,117,0,0,100,179,0,0
3867,11,30,0,0,124,198,3,3
3868,87,157,0,0,143,105,1,1
3870,128,105,0,0,186,93,1,1
3871,30,40,0,0,198,161,3,1
3872,11,1,0,0,124,27,3,5
3873,105,87,0,0,93,143,1,1
3874,128,157,0,0,186,105,1,1
3876,105,157,0,0,93,105,1,1
3878,128,87,0,0,186,143,1,1
3879,32,93,0,0,209,130,0,0
3880,85,75,0,0,163,210,0,0
3881,32,57,0,0,209,5,0,0
3883,75,172,0,0,210,64,0,0
3900,61,95,0,0,169,1,2,2
3906,8,123,0,0,49,121,2,2
3908,81,135,0,0,132,66,0,0
3911,95,63,0,0,1,107,2,2
3913,20,7,0,0,12,174,2,2
3914,93,86,0,0,18,207,2,2
3915,90,32,0,0,25,162,2,2
3916,8,38,0,0,49,155,2,2
3917,17,54,0,0,55,182,2,2
3918,14,128,0,0,62,114,2,2
3919,107,88,0,0,68,65,2,2
3920,60,5,0,0,70,75,2,2
3921,48,155,0,0,90,4,2,2
3922,133,50,0,0,112,88,2,2
3923,47,3,0,0,113,53,2,2
3925,71,40,0,0,141,194,2,2
3926,11,37,0,0,142,78,2,2
3927,28,89,0,0,157,9,2,2
3928,24,10,0,0,168,156,2,2
3929,61,65,0,0,169,74,2,2
3930,15,34,0,0,181,30,2,2
3931,25,2,0,0,200,71,2,2
3932,67,26,0,0,52,94,2,2
3935,155,28,0,0,4,157,2,2
3936,89,2,0,0,9,71,2,2
3937,3,90,0,0,53,25,2,2
3938,88,32,0,0,65,162,2,2
3939,107,47,0,0,68,113,2,2
3940,65,63,0,0,74,107,2,2
3941,5,71,0,0,75,141,2,2
3942,50,103,0,0,88,13,2,2
3943,48,25,0,0,90,200,2,2
3944,26,143,0,0,94,160,2,2
3945,4,17,0,0,95,55,2,2
3948,128,15,0,0,114,181,2,2
3949,123,38,0,0,121,155,2,2
3950,100,40,0,0,125,194,2,2
3951,11,61,0,0,142,169,2,2
3952,27,14,0,0,151,62,2,2
3953,10,12,0,0,156,152,2,2
3954,24,133,0,0,168,112,2,2
3955,7,67,0,0,174,52,2,2
3956,54,93,0,0,182,18,2,2
3966,56,84,0,0,5,132,0,0
3969,84,56,0,0,132,5,0,0
3970,28,89,0,0,162,25,2,2
3971,94,81,0,0,36,50,3,3
3972,93,106,0,0,61,85,3,3
3973,37,88,0,0,78,1,2,2
3974,94,93,0,0,36,61,3,3
3975,81,106,0,0,50,85,3,3
3976,88,62,0,0,1,74,2,2
3977,148,91,0,0,4,9,2,2
3978,98,22,0,0,13,168,2,2
3979,100,8,0,0,18,95,2,2
3980,2,110,0,0,53,68,2,2
3981,74,89,0,0,65,25,2,2
3982,58,71,0,0,70,141,2,2
3983,3,49,0,0,71,90,2,2
3984,5,35,0,0,75,194,2,2
3985,63,9,0,0,107,142,2,2
3986,128,11,0,0,112,156,2,2
3987,68,34,0,0,140,155,2,2
3989,13,43,0,0,152,88,2,2
3990,19,27,0,0,157,200,2,2
3991,28,46,0,0,162,113,2,2
3992,52,37,0,0,169,78,2,2
3993,15,29,0,0,181,151,2,2
3994,78,53,0,0,207,182,2,2
3995,26,70,0,0,12,52,2,2
3996,36,125,0,0,30,114,2,2
3997,94,106,0,0,36,85,3,3
3998,81,93,0,0,50,61,3,3
4001,4,25,0,0,174,94,2,2
4009,140,171,0,0,87,34,1,1
4012,140,100,0,0,87,92,1,1
4014,171,100,0,0,34,92,1,1
4015,94,72,0,0,93,65,1,2
4017,63,125,0,0,201,195,1,1
4019,94,125,0,0,93,195,1,1
4020,63,72,0,0,201,65,1,2
4022,57,18,0,0,24,148,5,5
4023,125,72,0,0,195,65,1,2
4024,63,94,0,0,201,93,1,1
4026,171,140,0,0,34,87,1,1
4027,86,194,0,0,72,63,0,0
4028,197,185,0,0,38,39,0,0
4030,185,195,0,0,39,184,0,0
4031,105,194,0,0,45,63,0,0
4032,86,197,0,0,72,38,0,0
4033,105,185,0,0,45,39,0,0
4034,194,197,0,0,63,38,0,0
4035,86,195,0,0,72,184,0,0
4036,105,195,0,0,45,184,0,0
4038,197,195,0,0,38,184,0,0
4039,185,194,0,0,39,63,0,0
4041,86,105,0,0,72,45,0,0
4043,35,37,0,0,155,194,2,2
4044,27,17,0,0,94,55,2,2
4047,20,12,0,0,162,62,2,2
4048,53,24,0,0,169,200,2,2
4050,197,105,0,0,38,45,0,0
4051,86,185,0,0,72,39,0,0
4052,100,140,0,0,92,87,1,1
4054,195,194,0,0,184,63,0,0
4056,14,26,0,0,55,94,2,2
4057,11,23,0,0,62,162,2,2
4063,33,36,0,0,194,155,2,2
4064,28,43,0,0,200,169,2,2
4067,97,170,0,0,92,34,1,1
4069,135,79,0,0,16,203,1,1
4071,66,110,0,0,201,91,1,1
4073,146,79,0,0,175,203,1,1
4074,66,135,0,0,201,16,1,1
4077,110,79,0,0,91,203,1,1
4078,146,135,0,0,175,16,1,1
4082,146,110,0,0,175,91,1,1
4083,66,79,0,0,201,203,1,1
4087,110,135,0,0,91,16,1,1
4088,66,146,0,0,201,175,1,1
4133,50,57,0,0,76,35,0,0
4134,88,181,0,0,41,150,1,1
4135,38,36,0,0,60,209,0,0
4137,76,28,0,0,139,193,0,0
4138,31,72,0,0,172,72,0,0
4139,102,200,0,0,206,80,1,1
4140,59,86,0,0,46,2,0,0
4141,49,87,0,0,54,190,0,0
4143,74,79,0,0,31,163,0,0
4144,25,94,0,0,129,45,0,0
4145,88,200,0,0,41,80,1,1
4150,102,181,0,0,206,150,1,1
4151,50,87,0,0,76,190,0,0
4152,31,59,0,0,172,46,0,0
4153,57,49,0,0,35,54,0,0
4154,38,79,0,0,60,163,0,0
4155,76,94,0,0,139,45,0,0
4157,86,72,0,0,2,72,0,0
4159,181,200,0,0,150,80,1,1
4160,28,25,0,0,193,129,0,0
4161,102,88,0,0,206,41,1,1
4162,36,74,0,0,209,31,0,0
4164,57,87,0,0,35,190,0,0
4165,112,56,0,0,68,70,2,2
4166,50,49,0,0,76,54,0,0
4167,44,7,0,0,90,142,2,2
4170,38,74,0,0,60,31,0,0
4171,36,79,0,0,209,163,0,0
4172,85,93,0,0,9,125,2,2
4173,59,72,0,0,46,72,0,0
4175,63,51,0,0,52,113,2,2
4176,56,44,0,0,70,90,2,2
4177,8,62,0,0,156,107,2,2
4178,31,86,0,0,172,2,0,0
4180,76,25,0,0,139,129,0,0
4181,28,94,0,0,193,45,0,0
4182,63,85,0,0,52,9,2,2
4183,112,44,0,0,68,90,2,2
4185,93,51,0,0,125,113,2,2
4186,7,16,0,0,142,181,2,2
4187,8,66,0,0,156,74,2,2
4189,58,10,0,0,97,124,1,3
4190,83,146,0,0,1,4,2,2
4191,57,86,0,0,35,2,0,0
4193,63,8,0,0,52,156,2,2
4194,66,85,0,0,74,9,2,2
4195,50,31,0,0,76,172,0,0
4196,62,51,0,0,107,113,2,2
4197,116,97,0,0,121,13,2,2
4198,38,28,0,0,60,193,0,0
4199,76,79,0,0,139,163,0,0
4201,83,97,0,0,1,13,2,2
4202,116,146,0,0,121,4,2,2
4203,10,2,0,0,124,53,3,2
4209,146,97,0,0,4,13,2,2
4210,57,28,0,0,35,193,0,0
4212,82,130,0,0,104,195,1,1
4213,116,83,0,0,121,1,2,2
4214,157,158,0,0,133,208,1,1
4215,76,31,0,0,139,172,0,0
4218,24,41,0,0,43,96,5,3
4219,31,28,0,0,172,193,0,0
4220,22,99,0,0,198,85,3,3
4221,158,130,0,0,208,195,1,1
4222,64,80,0,0,48,36,3,3
4224,176,185,0,0,115,29,1,1
4225,10,45,0,0,124,192,3,5
4226,76,57,0,0,139,35,0,0
4227,104,58,0,0,167,97,1,1
4229,99,42,0,0,85,149,3,5
4230,41,71,0,0,96,86,3,3
4231,130,157,0,0,195,133,1,1
4233,80,52,0,0,36,102,3,1
4236,45,73,0,0,192,81,5,3
4237,74,24,0,0,86,43,3,5
4238,62,185,0,0,97,29,1,1
4239,80,158,0,0,104,208,1,1
4241,177,103,0,0,115,167,1,1
4243,22,44,0,0,198,149,3,5
4245,48,63,0,0,102,48,1,3
4247,10,73,0,0,124,81,3,3
4248,80,157,0,0,104,133,1,1
4250,74,44,0,0,86,149,3,5
4253,22,24,0,0,198,43,3,5
4254,63,49,0,0,48,192,3,5
4256,177,62,0,0,115,97,1,1
4257,10,85,0,0,124,36,3,3
4258,103,185,0,0,167,29,1,1
4259,65,55,0,0,188,70,1,2
4262,24,44,0,0,43,149,5,5
4265,72,55,0,0,65,70,2,2
4277,65,1,0,0,188,27,1,5
4280,49,85,0,0,192,36,5,3
4282,65,72,0,0,188,65,1,2
4285,85,24,0,0,36,43,3,5
4286,65,55,0,0,188,70,1,2
4291,74,193,0,0,86,137,3,3
4292,202,189,0,0,6,14,3,3
4293,114,122,0,0,17,79,3,3
4295,161,163,0,0,28,22,3,3
4296,82,150,0,0,50,37,3,3
4297,155,201,0,0,58,128,3,3
4298,97,190,0,0,61,20,3,3
4300,132,162,0,0,177,180,3,5
4301,142,194,0,0,178,197,3,3
4302,69,154,0,0,210,109,0,0
4308,191,186,0,0,10,153,3,3
4309,100,148,0,0,85,57,3,3
4319,122,116,0,0,79,17,3,3
4320,187,192,0,0,153,10,3,3
4321,140,197,0,0,176,196,3,3
4322,185,195,0,0,14,6,3,3
4323,188,73,0,0,20,81,3,3
4324,157,160,0,0,22,28,3,3
4326,149,81,0,0,37,50,3,3
4327,152,100,0,0,57,85,3,3
4328,201,145,0,0,128,58,3,3
4329,189,121,0,0,137,146,3,3
4330,163,124,0,0,180,177,5,3
4331,194,138,0,0,197,178,3,3
4334,140,197,0,0,176,196,3,3
4340,110,175,0,0,118,42,1,1
4342,63,173,0,0,188,101,1,1
4343,38,164,0,0,209,26,0,0
4345,110,173,0,0,118,101,1,1
4346,63,175,0,0,188,42,1,1
4347,17,1,0,0,43,27,5,5
4350,7,24,0,0,8,40,5,5
4357,72,113,0,0,59,205,5,5
4361,110,63,0,0,118,188,1,1
4362,43,18,0,0,149,148,5,5
4367,44,69,0,0,202,24,5,5
4370,112,127,0,0,98,99,1,2
4371,146,53,0,0,119,89,0,1
4372,106,176,0,0,154,145,1,1
4373,111,139,0,0,183,15,1,1
4374,192,116,0,0,10,17,3,3
4375,100,185,0,0,85,14,3,3
4377,139,146,0,0,15,119,1,0
4378,81,163,0,0,50,180,3,5
4379,73,91,0,0,81,61,3,3
4380,176,181,0,0,145,144,1,1
4381,121,60,0,0,146,86,3,3
4382,106,127,0,0,154,99,1,2
4383,111,53,0,0,183,89,1,1
4384,40,145,0,0,192,58,5,3
4385,139,53,0,0,15,89,1,1
4386,110,175,0,0,118,42,1,1
4387,176,112,0,0,145,98,1,1
4388,106,181,0,0,154,144,1,1
4389,111,146,0,0,183,119,1,0
4390,63,173,0,0,188,101,1,1
4391,130,198,0,0,131,126,1,1
4392,45,158,0,0,102,106,1,1
4393,127,176,0,0,99,145,2,1
4394,110,173,0,0,118,101,1,1
4395,181,112,0,0,144,98,1,1
4396,63,175,0,0,188,42,1,1
4397,130,158,0,0,131,106,1,1
4398,196,67,0,0,56,46,0,0
4399,45,198,0,0,102,126,1,1
4400,162,27,0,0,122,193,0,0
4401,164,38,0,0,26,209,0,0
4402,137,183,0,0,69,147,4,4
4403,174,86,0,0,83,190,0,0
4404,136,78,0,0,116,72,0,0
4405,117,104,0,0,117,100,0,0
4406,181,127,0,0,144,99,1,2
4407,106,112,0,0,154,98,1,1
4408,190,125,0,0,184,166,0,0
4409,193,87,0,0,165,132,0,0
4410,132,57,0,0,187,76,0,0
4411,63,110,0,0,188,118,1,1
4412,108,93,0,0,199,82,0,0
4413,142,79,0,0,21,163,0,0
4414,179,75,0,0,33,2,0,0
4415,177,71,0,0,38,210,0,0
4416,167,105,0,0,39,110,0,0
4417,191,98,0,0,63,45,0,0
4418,168,51,0,0,64,139,0,0
4419,144,80,0,0,67,31,0,0
4420,155,26,0,0,73,129,0,0
4421,53,139,0,0,89,15,1,1
4422,45,130,0,0,102,131,1,1
4423,158,198,0,0,106,126,1,1
4424,150,23,0,0,109,172,0,0
4425,126,77,0,0,111,120,0,0
4426,148,47,0,0,158,54,0,0
4427,134,103,0,0,179,130,0,0
4428,131,59,0,0,66,5,0,0
4429,111,146,0,0,183,119,1,0
4430,147,186,0,0,170,204,4,4
4431,139,146,0,0,15,119,1,0
4432,137,186,0,0,69,204,4,4
4433,53,111,0,0,89,183,1,1
4435,126,106,0,0,15,183,1,1
4436,46,149,0,0,89,119,1,0
4437,150,185,0,0,170,147,4,4
4438,140,150,0,0,69,170,4,4
4439,114,105,0,0,117,130,0,0
4440,185,188,0,0,147,204,4,4
4441,156,147,0,0,7,22,3,3
4442,176,90,0,0,14,85,3,3
4443,110,178,0,0,17,10,3,3
4444,189,92,0,0,20,61,3,3
4445,144,41,0,0,58,192,3,5
4446,190,66,0,0,137,86,3,3
4447,136,131,0,0,178,176,3,3
4448,154,75,0,0,180,50,5,3
4450,35,199,0,0,35,171,0,0
4452,37,123,0,0,60,123,0,0
4453,85,182,0,0,2,33,0,0
4454,79,139,0,0,72,116,0,0
4455,107,114,0,0,100,117,0,0
4456,26,158,0,0,129,73,0,0
4457,84,193,0,0,132,165,0,0
4458,52,172,0,0,139,64,0,0
4459,129,191,0,0,166,184,0,0
4460,24,152,0,0,172,109,0,0
4461,131,136,0,0,176,178,3,3
4462,27,166,0,0,193,122,0,0
4463,38,161,0,0,209,26,0,0
4464,61,134,0,0,5,66,0,0
4465,147,156,0,0,22,7,3,3
4466,80,148,0,0,31,67,0,0
4467,35,199,0,0,35,171,0,0
4468,100,192,0,0,45,63,0,0
4469,67,198,0,0,46,56,0,0
4470,37,123,0,0,60,123,0,0
4471,57,128,0,0,76,187,0,0
4472,97,112,0,0,82,199,0,0
4473,47,151,0,0,54,158,0,0
4474,108,169,0,0,110,39,0,0
4475,81,130,0,0,120,111,0,0
4476,105,137,0,0,130,179,0,0
4477,78,143,0,0,163,21,0,0
4478,89,177,0,0,190,83,0,0
4479,72,179,0,0,210,38,0,0
4484,69,17,0,0,24,43,5,5
4485,1,71,0,0,27,59,5,5
4487,23,39,0,0,40,149,5,5
4496,54,70,0,0,113,107,2,2
4502,19,42,0,0,148,202,5,5
4507,115,6,0,0,205,8,5,5
4509,24,123,0,0,172,123,0,0
4513,182,158,0,0,33,73,0,0
4515,97,81,0,0,82,120,0,0
4516,177,166,0,0,83,122,0,0
4518,182,129,0,0,33,166,0,0
4519,158,78,0,0,73,163,0,0
4521,75,110,0,0,50,17,3,3
4522,92,74,0,0,61,81,3,3
4523,97,166,0,0,82,122,0,0
4524,66,118,0,0,86,146,3,3
4525,81,177,0,0,120,83,0,0
4526,41,90,0,0,192,85,5,3
4527,182,78,0,0,33,163,0,0
4528,158,129,0,0,73,166,0,0
4530,97,177,0,0,82,83,0,0
4531,81,166,0,0,120,122,0,0
4533,179,94,0,0,33,82,0,0
4534,77,83,0,0,163,120,0,0
4536,179,77,0,0,33,163,0,0
4537,94,83,0,0,82,120,0,0
4539,70,84,0,0,210,132,0,0
4541,74,189,0,0,81,20,3,3
4542,82,41,0,0,85,192,3,5
4543,109,53,0,0,117,5,0,0
4544,102,75,0,0,17,50,3,3
4546,119,191,0,0,146,137,3,3
4547,104,166,0,0,98,105,1,1
4548,114,87,0,0,108,93,1,1
4550,42,116,0,0,89,99,1,2
4552,97,171,0,0,183,145,1,1
4553,104,87,0,0,98,93,1,1
4554,166,114,0,0,105,108,1,1
4556,116,97,0,0,99,183,2,1
4557,171,42,0,0,145,89,1,1
4561,87,166,0,0,93,105,1,1
4563,104,114,0,0,98,108,1,1
4567,42,97,0,0,89,183,1,1
4568,116,171,0,0,99,145,2,1
4576,87,97,0,0,93,183,1,1
4577,104,42,0,0,98,89,1,1
4582,42,97,0,0,89,183,1,1
4583,104,87,0,0,98,93,1,1
4591,65,82,0,0,86,85,3,3
4596,17,71,0,0,148,59,5,5
4600,44,22,0,0,202,40,5,5
4601,19,20,0,0,198,172,3,0
4602,5,67,0,0,8,24,5,5
4606,18,117,0,0,43,205,5,5
4607,75,63,0,0,50,36,3,3
4609,3,56,0,0,71,97,2,1
4610,8,39,0,0,124,155,3,2
4612,25,55,0,0,129,96,0,3
4615,36,1,0,0,149,27,5,5
4618,55,56,0,0,96,97,3,1
4619,25,3,0,0,129,71,0,2
4622,19,39,0,0,198,155,3,2
4627,8,20,0,0,124,172,3,0
4628,185,189,0,0,191,47,0,4
4632,30,16,0,0,19,181,2,2
4635,141,72,0,0,7,81,3,3
4636,59,73,0,0,36,50,3,3
4638,2,13,0,0,71,55,2,2
4639,40,20,0,0,155,172,2,0
4640,57,25,0,0,97,168,1,2
4641,152,39,0,0,109,209,0,0
4642,21,3,0,0,134,53,2,2
4644,35,14,0,0,194,95,2,2
4645,19,8,0,0,198,124,3,3
4647,6,11,0,0,75,156,2,2
4648,15,12,0,0,152,62,2,2
4649,4,7,0,0,174,142,2,2
4650,202,185,0,0,3,191,4,0
4651,30,14,0,0,19,95,2,2
4652,67,25,0,0,24,168,5,2
4655,16,35,0,0,181,194,2,2
4656,75,79,0,0,2,163,0,0
4657,3,2,0,0,53,71,2,2
4658,21,13,0,0,134,55,2,2
4660,12,6,0,0,62,75,2,2
4661,78,62,0,0,85,86,3,3
4662,140,68,0,0,116,46,0,0
4663,109,81,0,0,117,31,0,0
4664,88,26,0,0,132,129,0,0
4665,52,129,0,0,139,166,0,0
4666,11,15,0,0,156,152,2,2
4667,47,39,0,0,5,209,0,0
4668,72,141,0,0,81,7,3,3
4669,80,70,0,0,82,210,0,0
4670,51,27,0,0,54,193,0,0
4671,57,67,0,0,97,24,1,5
4672,126,38,0,0,111,35,0,0
4673,46,4,0,0,169,174,2,2
4674,20,136,0,0,172,66,0,0
4675,134,111,0,0,179,110,0,0
4676,92,189,0,0,11,47,4,4
4677,30,35,0,0,19,194,2,2
4678,14,16,0,0,95,181,2,2
4679,150,107,0,0,185,136,4,4
4680,12,11,0,0,62,156,2,2
4682,15,6,0,0,152,75,2,2
4683,13,3,0,0,55,53,2,2
4684,21,2,0,0,134,71,2,2
4685,107,180,0,0,136,204,4,4
4687,46,7,0,0,169,142,2,2
4688,142,189,0,0,170,47,4,4
4690,142,92,0,0,170,11,4,4
4691,150,180,0,0,185,204,4,4
4692,14,11,0,0,95,156,2,2
4694,35,15,0,0,194,152,2,2
4696,92,180,0,0,11,204,4,4
4700,107,142,0,0,136,170,4,4
4701,4,2,0,0,174,71,2,2
4702,92,107,0,0,11,136,4,4
4703,1,43,0,0,27,202,5,5
4704,2,15,0,0,71,152,2,2
4706,180,142,0,0,204,170,4,4
4707,115,67,0,0,205,24,5,5
4709,23,17,0,0,40,148,5,5
4710,18,5,0,0,43,8,5,5
4711,71,36,0,0,59,149,5,5
4712,21,14,0,0,134,95,2,2
4713,194,143,0,0,56,32,0,0
4714,159,140,0,0,26,116,0,0
4717,191,70,0,0,165,210,0,0
4718,130,125,0,0,187,123,0,0
4719,114,109,0,0,199,117,0,0
4720,147,88,0,0,21,132,0,0
4721,178,68,0,0,38,46,0,0
4722,192,47,0,0,63,5,0,0
4723,144,39,0,0,67,209,0,0
4724,2,14,0,0,71,95,2,2
4726,152,108,0,0,109,130,0,0
4727,173,51,0,0,138,54,0,0
4728,151,96,0,0,158,45,0,0
4730,134,170,0,0,179,64,0,0
4731,136,105,0,0,66,100,0,0
4741,27,122,0,0,193,116,0,0
4742,43,88,0,0,209,190,0,0
4743,78,84,0,0,31,82,0,0
4744,34,45,0,0,35,5,0,0
4745,70,98,0,0,46,45,0,0
4746,54,133,0,0,76,166,0,0
4747,112,53,0,0,110,139,0,0
4748,25,76,0,0,129,2,0,0
4749,79,33,0,0,163,60,0,0
4750,73,23,0,0,210,172,0,0
4751,129,168,0,0,111,39,0,0
4752,145,194,0,0,32,56,0,0
4753,173,130,0,0,64,179,0,0
4754,91,186,0,0,72,184,0,0
4755,108,139,0,0,100,66,0,0
4756,109,114,0,0,117,199,0,0
4757,87,150,0,0,132,21,0,0
4758,43,146,0,0,209,67,0,0
4759,45,192,0,0,5,63,0,0
4760,93,69,0,0,17,48,3,3
4761,55,37,0,0,36,192,3,5
4762,70,181,0,0,46,38,0,0
4763,92,51,0,0,61,86,3,3
4764,67,20,0,0,81,198,3,3
4765,84,153,0,0,82,73,0,0
4766,49,176,0,0,54,138,0,0
4767,125,134,0,0,123,187,0,0
4768,107,144,0,0,130,109,0,0
4769,119,13,0,0,146,124,3,3
4770,19,1,0,0,148,27,5,5
4771,35,113,0,0,202,205,5,5
4772,5,66,0,0,8,59,5,5
4773,72,22,0,0,24,40,5,5
4774,44,17,0,0,149,43,5,5
4775,67,93,0,0,81,17,3,3
4776,69,20,0,0,48,198,3,3
4777,60,51,0,0,96,86,3,3
4778,144,45,0,0,109,5,0,0
4779,119,55,0,0,146,36,3,3
4780,37,13,0,0,192,124,5,3
4781,66,17,0,0,59,43,5,5
4782,113,22,0,0,205,40,5,5
4783,1,5,0,0,27,8,5,5
4785,35,44,0,0,202,149,5,5
4787,72,19,0,0,24,148,5,5
4791,23,73,0,0,172,210,0,0
4802,137,72,0,0,109,210,0,0
4803,112,96,0,0,118,136,1,4
4806,22,1,0,0,40,27,5,5
4807,17,36,0,0,43,202,5,5
4808,61,60,0,0,48,81,3,3
4809,112,107,0,0,118,143,1,1
4810,14,56,0,0,124,36,3,3
4811,3,16,0,0,8,148,5,5
4815,65,70,0,0,59,24,5,5
4816,79,154,0,0,65,4,2,2
4817,119,18,0,0,68,55,2,2
4818,54,9,0,0,70,142,2,2
4821,51,19,0,0,90,181,2,2
4823,46,85,0,0,96,61,3,3
4827,43,113,0,0,149,205,5,5
4833,29,122,0,0,192,146,5,3
4834,21,94,0,0,198,17,3,3
4835,96,107,0,0,136,143,4,1
4836,112,96,0,0,118,136,1,4
4838,131,89,0,0,166,190,0,0
4842,72,137,0,0,210,109,0,0
4849,154,63,0,0,4,52,2,2
4850,108,19,0,0,13,181,2,2
4851,110,103,0,0,18,207,2,2
4852,28,15,0,0,19,49,2,2
4853,82,5,0,0,25,174,2,2
4854,52,4,0,0,30,53,2,2
4855,22,17,0,0,40,43,5,5
4857,31,45,0,0,60,54,0,0
4858,54,90,0,0,70,1,2,2
4860,91,24,0,0,72,129,0,0
4861,11,32,0,0,75,78,2,2
4862,49,85,0,0,86,61,3,3
4863,51,18,0,0,90,55,2,2
4865,80,23,0,0,107,162,2,2
4866,8,39,0,0,134,155,2,2
4867,55,78,0,0,139,132,0,0
4868,98,118,0,0,141,121,2,2
4869,9,88,0,0,142,9,2,2
4870,16,113,0,0,148,205,5,5
4871,62,25,0,0,182,157,2,2
4872,30,95,0,0,194,125,2,2
4873,106,74,0,0,199,82,0,0
4874,34,44,0,0,200,151,2,2
4875,40,121,0,0,209,116,0,0
4876,77,75,0,0,2,31,0,0
4877,1,70,0,0,27,24,5,5
4878,146,47,0,0,32,5,0,0
4880,93,20,0,0,45,172,0,0
4881,61,94,0,0,48,17,3,3
4882,79,7,0,0,65,152,2,2
4883,119,41,0,0,68,169,2,2
4884,53,6,0,0,88,95,2,2
4886,35,140,0,0,94,112,2,2
4887,109,26,0,0,100,193,0,0
4888,137,50,0,0,109,76,0,0
4889,100,116,0,0,110,123,0,0
4890,14,122,0,0,124,146,3,3
4891,43,3,0,0,149,8,5,5
4892,12,71,0,0,156,113,2,2
4893,27,84,0,0,168,140,2,2
4895,89,131,0,0,190,166,0,0
4896,29,56,0,0,192,36,5,3
4897,36,65,0,0,202,59,5,5
4898,21,60,0,0,198,81,3,3
4899,72,67,0,0,210,46,0,0
4902,123,127,0,0,111,179,0,0
4906,85,90,0,0,163,190,0,0
4918,67,71,0,0,11,104,4,1
4920,59,43,0,0,201,102,1,1
4922,87,112,0,0,140,13,2,2
4924,149,77,0,0,4,65,2,2
4925,79,41,0,0,9,200,2,2
4926,67,43,0,0,11,102,4,1
4927,56,120,0,0,30,121,2,2
4928,75,134,0,0,31,32,0,0
4929,17,16,0,0,43,148,5,5
4930,65,10,0,0,52,134,2,2
4931,4,52,0,0,53,90,2,2
4932,14,9,0,0,62,75,2,2
4933,33,47,0,0,78,70,2,2
4934,6,12,0,0,95,156,2,2
4936,86,25,0,0,107,19,2,2
4937,145,42,0,0,112,12,2,2
4938,69,68,0,0,113,74,2,2
4939,137,37,0,0,114,169,2,2
4940,115,54,0,0,116,139,0,0
4941,97,28,0,0,125,168,2,2
4942,96,18,0,0,141,55,2,2
4943,36,100,0,0,151,18,2,2
4944,7,38,0,0,152,155,2,2
4945,167,22,0,0,160,162,2,2
4948,5,35,0,0,174,94,2,2
4949,21,30,0,0,181,194,2,2
4950,61,117,0,0,182,68,2,2
